season,lg,player,player_id,age,team,pos,experience
1969,ABA,John Smith,smithjo01,24,DLC,C,1
1969,ABA,Sam Smith,smithsa01,25,KEN,SF,2
1969,NBA,Dick Snyder,snydedi01,24,PHO,SF,3
1969,ABA,Willie Somerset,somerwi01,26,2TM,PG,3
1969,ABA,Willie Somerset,somerwi01,26,HSM,PG,3
1969,ABA,Willie Somerset,somerwi01,26,NYA,PG,3
1969,ABA,Dan Sparks,sparkda01,23,MMF,PF,1
1969,ABA,George Stone,stonege01,22,LAS,SF,1
1969,ABA,George Sutor,sutorge01,25,MNP,C,2
1969,ABA,Keith Swagerty,swageke01,23,HSM,PF,1
1969,ABA,Levern Tart,tartle01,26,3TM,SG,2
1969,ABA,Levern Tart,tartle01,26,DNR,SG,2
1969,ABA,Levern Tart,tartle01,26,HSM,SG,2
1969,ABA,Levern Tart,tartle01,26,NYA,SG,2
1969,ABA,Tom Thacker,thackto01,29,INA,PG,5
1969,ABA,Jack Thompson,thompja01,22,INA,NA,1
1969,ABA,Skip Thoren,thoresk01,25,MMF,C,2
1969,ABA,Dallas Thornton,thornda01,22,MMF,SF,1
1969,NBA,Rod Thorn,thornro01,27,SEA,SG,6
1969,NBA,Nate Thurmond,thurmna01,27,SFW,C,6
1969,NBA,John Trapp,trappjo01,23,SDR,SF,1
1969,NBA,John Tresvant,tresvjo01,29,2TM,PF,5
1969,NBA,John Tresvant,tresvjo01,29,CIN,PF,5
1969,NBA,John Tresvant,tresvjo01,29,SEA,PF,5
1969,NBA,Al Tucker,tuckeal01,25,2TM,PF,2
1969,NBA,Al Tucker,tuckeal01,25,CIN,PF,2
1969,NBA,Al Tucker,tuckeal01,25,SEA,PF,2
1969,NBA,Bill Turner,turnebi01,24,SFW,SF,2
1969,NBA,Wes Unseld,unselwe01,22,BAL,C,1
1969,ABA,Steve Vacendak,vacenst01,24,MNP,PG,2
1969,NBA,Dick Van Arsdale,vanardi01,25,PHO,SG,4
1969,NBA,Tom Van Arsdale,vanarto01,25,CIN,SG,4
1969,ABA,Chico Vaughn,vaughch01,28,MNP,SG,7
1969,ABA,Bob Verga,vergabo01,23,3TM,SG,2
1969,ABA,Bob Verga,vergabo01,23,DNR,SG,2
1969,ABA,Bob Verga,vergabo01,23,HSM,SG,2
1969,ABA,Bob Verga,vergabo01,23,NYA,SG,2
1969,ABA,Phil Wagner,wagneph01,23,INA,NA,1
1969,NBA,Chet Walker,walkech01,28,PHI,SF,7
1969,NBA,Jimmy Walker,walkeji01,24,DET,SG,2
1969,NBA,Dwight Waller,walledw01,23,ATL,NA,1
1969,ABA,Jim Ware,wareji01,24,DLC,PF,3
1969,ABA,Ben Warley,warlebe01,32,LAS,SF,7
1969,NBA,Bob Warlick,warlibo01,27,2TM,SG,4
1969,NBA,Bob Warlick,warlibo01,27,MIL,SG,4
1969,NBA,Bob Warlick,warlibo01,27,PHO,SG,4
1969,ABA,Bob Warren,warrebo01,22,LAS,SG,1
1969,NBA,Jim Washington,washiji01,25,CHI,SF,4
1969,ABA,Trooper Washington,washitr01,24,MNP,C,2
1969,NBA,Bob Weiss,weissbo01,26,2TM,PG,4
1969,NBA,Bob Weiss,weissbo01,26,CHI,PG,4
1969,NBA,Bob Weiss,weissbo01,26,MIL,PG,4
1969,NBA,Walt Wesley,weslewa01,24,CIN,C,3
1969,NBA,Jerry West,westje01,30,LAL,SG,9
1969,ABA,Hank Whitney,whitnha01,29,2TM,PF,2
1969,ABA,Hank Whitney,whitnha01,29,HSM,PF,2
1969,ABA,Hank Whitney,whitnha01,29,NYA,PF,2
1969,ABA,Ken Wilburn,wilbuke01,24,3TM,SF,2
1969,NBA,Ken Wilburn,wilbuke01,24,CHI,SF,2
1969,ABA,Ken Wilburn,wilbuke01,24,DNR,SF,2
1969,ABA,Ken Wilburn,wilbuke01,24,MNP,SF,2
1969,ABA,Ken Wilburn,wilbuke01,24,NYA,SF,2
1969,NBA,Lenny Wilkens,wilkele01,31,SEA,PG,9
1969,NBA,Art Williams,williar01,29,SDR,PG,2
1969,ABA,Charlie Williams,willich01,25,MNP,PG,2
1969,NBA,Cliff Williams,willicl01,23,DET,NA,1
1969,NBA,Ron Williams,williro01,24,SFW,PG,1
1969,NBA,Sam Williams,willisa01,24,MIL,SG,1
1969,NBA,George Wilson,wilsoge01,26,2TM,C,5
1969,NBA,George Wilson,wilsoge01,26,PHI,C,5
1969,NBA,George Wilson,wilsoge01,26,PHO,C,5
1969,ABA,Jasper Wilson,wilsoja01,21,NOB,SF,1
1969,NBA,Tom Workman,workmto01,24,BAL,NA,2
1969,ABA,Willie Worsley,worslwi01,23,NYA,PG,1
1969,ABA,Leroy Wright,wrighle01,30,MNP,PF,2
1969,ABA,Lonnie Wright,wrighlo01,24,DNR,SG,2
1970,NBA,Kareem Abdul-Jabbar,abdulka01,22,MIL,C,1
1970,NBA,Walt Hazzard,abdulma01,27,ATL,PG,6
1970,NBA,Zaid Abdul-Aziz,abdulza01,23,MIL,PF,2
1970,NBA,Rick Adelman,adelmri01,23,SDR,PG,2
1970,NBA,Lucius Allen,allenlu01,22,SEA,PG,1
1970,ABA,Andy Anderson,anderan01,24,2TM,SG,3
1970,ABA,Andy Anderson,anderan01,24,LAS,SG,3
1970,ABA,Andy Anderson,anderan01,24,MMF,SG,3
1970,ABA,Cliff Anderson,andercl01,25,DNR,SG,3
1970,NBA,Wally Anderzunas,anderwa01,24,CIN,SF,1
1970,ABA,Bob Arnzen,arnzebo01,22,NYA,SF,1
1970,NBA,John Arthurs,arthujo01,22,MIL,NA,1
1970,NBA,Al Attles,attleal01,33,SFW,PG,10
1970,NBA,Dick Barnett,barnedi01,33,NYK,SG,10
1970,NBA,Jim Barnes,barneji01,28,BOS,C,6
1970,NBA,Jim Barnett,barneji02,25,SDR,SG,4
1970,ABA,John Barnhill,barnhjo01,31,INA,SG,8
1970,ABA,Mike Barrett,barremi01,26,WSA,SG,1
1970,ABA,Rick Barry,barryri01,25,WSA,SF,4
1970,NBA,Johnny Baum,baumjo01,23,CHI,SF,1
1970,NBA,Elgin Baylor,bayloel01,35,LAL,SF,12
1970,NBA,Butch Beard,beardbu01,22,ATL,PG,1
1970,ABA,Charlie Beasley,beaslch01,24,DLC,SG,3
1970,ABA,John Beasley,beasljo01,25,DLC,PF,3
1970,ABA,Byron Beck,beckby01,25,DNR,C,3
1970,ABA,Art Becker,beckear01,28,INA,PF,3
1970,ABA,Bob Bedell,bedelbo01,25,DLC,PF,3
1970,NBA,Walt Bellamy,bellawa01,30,2TM,C,9
1970,NBA,Walt Bellamy,bellawa01,30,ATL,C,9
1970,NBA,Walt Bellamy,bellawa01,30,DET,C,9
1970,ABA,Larry Bergh,berghla01,24,PTP,PF,1
1970,NBA,Dave Bing,bingda01,26,DET,PG,4
1970,NBA,John Block,blockjo01,25,SDR,PF,4
1970,NBA,Tom Boerwinkle,boerwto01,24,CHI,C,2
1970,ABA,Butch Booker,bookebu01,24,MMF,C,1
1970,ABA,Ron Boone,boonero01,23,DLC,SG,2
1970,NBA,Bob Boozer,boozebo01,32,SEA,PF,10
1970,ABA,Tommie Bowens,bowento01,29,NOB,PF,3
1970,NBA,Nate Bowman,bowmana01,26,NYK,C,4
1970,ABA,Gary Bradds,braddga01,27,WSA,PF,5
1970,NBA,Bill Bradley,bradlbi01,26,NYK,SF,3
1970,NBA,Bill Bridges,bridgbi01,30,ATL,PF,8
1970,ABA,John Brisker,briskjo01,22,PTP,SF,1
1970,ABA,Larry Brown,brownla01,29,WSA,PG,3
1970,ABA,Roger Brown,brownro01,27,INA,SF,3
1970,NBA,Em Bryant,bryanem01,31,BOS,PG,6
1970,ABA,Bill Bunting,buntibi02,22,CAR,SF,1
1970,ABA,Mike Butler,butlemi01,23,NOB,SG,2
1970,ABA,Walt Byrd,byrdwa01,NA,MMF,PF,1
1970,NBA,Joe Caldwell,caldwjo01,28,ATL,SG,6
1970,ABA,Mack Calvin,calvima01,22,LAS,PG,1
1970,ABA,Larry Cannon,cannola01,22,MMF,SG,1
1970,ABA,Frank Card,cardfr01,25,WSA,PF,2
1970,ABA,Darel Carrier,carrida01,29,KEN,SG,3
1970,NBA,Fred Carter,cartefr01,24,BAL,SG,1
1970,ABA,George Carter,cartege01,26,WSA,SF,2
1970,NBA,Jerry Chambers,chambje01,26,PHO,SF,2
1970,NBA,Wilt Chamberlain,chambwi01,33,LAL,C,11
1970,NBA,Don Chaney,chanedo01,23,BOS,SG,2
1970,ABA,Wayne Chapman,chapmwa01,24,KEN,SF,2
1970,NBA,Len Chappell,chapple01,29,MIL,SF,8
1970,ABA,Bob Christian,chrisbo01,23,2TM,C,1
1970,ABA,Bob Christian,chrisbo01,23,DLC,C,1
1970,ABA,Bob Christian,chrisbo01,23,NYA,C,1
1970,ABA,Steve Chubin,chubist01,25,4TM,SG,3
1970,ABA,Steve Chubin,chubist01,25,INA,SG,3
1970,ABA,Steve Chubin,chubist01,25,KEN,SG,3
1970,ABA,Steve Chubin,chubist01,25,NYA,SG,3
1970,ABA,Steve Chubin,chubist01,25,PTP,SG,3
1970,NBA,Archie Clark,clarkar01,28,PHI,PG,4
1970,NBA,Barry Clemens,clemeba01,26,SEA,SF,5
1970,ABA,Glen Combs,combsgl01,23,DLC,PG,2
1970,ABA,Jeff Congdon,congdje01,26,DNR,PG,3
1970,NBA,Mel Counts,countme01,28,LAL,C,6
1970,NBA,Bob Cousy,cousybo01,41,CIN,PG,14
1970,NBA,Freddie Crawford,crawffr01,28,MIL,SG,4
1970,ABA,Al Cueto,cuetoal01,23,MMF,C,1
1970,NBA,Billy Cunningham,cunnibi01,26,PHI,SF,5
1970,NBA,Dick Cunningham,cunnidi01,23,MIL,C,2
1970,ABA,Louie Dampier,dampilo01,25,KEN,PG,3
1970,NBA,Bob Dandridge,dandrbo01,22,MIL,SF,1
1970,ABA,Mel Daniels,danieme01,25,INA,C,3
1970,ABA,Ollie Darden,dardeol01,25,2TM,PF,3
1970,ABA,Ollie Darden,dardeol01,25,INA,PF,3
1970,ABA,Ollie Darden,dardeol01,25,KEN,PF,3
1970,NBA,Jim Davis,davisji01,28,ATL,C,3
1970,ABA,Lee Davis,davisle01,24,NOB,PF,2
1970,NBA,Mike Davis,davismi01,23,BAL,SG,1
1970,ABA,Warren Davis,daviswa02,26,2TM,PF,3
1970,ABA,Warren Davis,daviswa02,26,LAS,PF,3
1970,ABA,Warren Davis,daviswa02,26,PTP,PF,3
1970,NBA,Dave DeBusschere,debusda01,29,NYK,PF,8
1970,NBA,Connie Dierking,dierkco01,33,CIN,C,9
1970,NBA,Terry Dischinger,dischte01,29,DET,SF,6
1970,ABA,Sonny Dove,doveso01,24,NYA,PF,3
1970,ABA,Jim Eakins,eakinji01,23,WSA,C,2
1970,ABA,Bobby Edmonds,edmonbo01,28,INA,SF,2
1970,NBA,Johnny Egan,eganjo01,31,LAL,PG,9
1970,NBA,Joe Ellis,ellisjo01,25,SFW,SF,4
1970,NBA,Leroy Ellis,ellisle01,29,BAL,C,8
1970,NBA,Keith Erickson,erickke01,25,LAL,SF,5
1970,ABA,Billy Evans,evansbi01,22,NYA,PG,1
1970,ABA,John Fairchild,faircjo01,26,2TM,SF,4
1970,ABA,John Fairchild,faircjo01,26,INA,SF,4
1970,ABA,John Fairchild,faircjo01,26,KEN,SF,4
1970,NBA,Hank Finkel,finkeha01,27,BOS,C,4
1970,NBA,Fred Foster,fostefr01,23,CIN,SF,2
1970,ABA,Calvin Fowler,fowleca01,29,CAR,SG,1
1970,NBA,Jim Fox,foxji01,26,PHO,C,3
1970,ABA,Ron Franz,franzro01,24,NOB,SF,3
1970,NBA,Walt Frazier,fraziwa01,24,NYK,PG,3
1970,ABA,Donnie Freeman,freemdo01,25,MMF,PG,3
1970,NBA,Dave Gambee,gambeda01,32,SFW,SF,12
1970,NBA,Dick Garrett,garredi01,23,LAL,SG,1
1970,ABA,Jack Gillespie,gilleja01,22,NYA,NA,1
1970,NBA,Herm Gilliam,gillihe01,23,CIN,SG,1
1970,NBA,Gail Goodrich,goodrga01,26,PHO,PG,5
1970,ABA,Gerald Govan,govange01,28,NOB,C,3
1970,NBA,Bob Greacen,greacbo01,22,MIL,SF,1
1970,NBA,Johnny Green,greenjo01,36,CIN,PF,11
1970,NBA,Lamar Green,greenla01,22,PHO,PF,1
1970,ABA,Luther Green,greenlu01,23,NYA,PF,1
1970,NBA,Hal Greer,greerha01,33,PHI,SG,12
1970,NBA,Gary Gregor,gregoga01,24,ATL,SF,2
1970,ABA,Dennis Grey,greyde01,22,NYA,C,2
1970,ABA,Dick Grubar,grubadi01,22,INA,NA,1
1970,NBA,Richie Guerin,gueriri01,37,ATL,SG,13
1970,NBA,Matt Guokas,guokama02,25,PHI,SG,4
1970,ABA,Cliff Hagan,hagancl01,38,DLC,SF,13
1970,ABA,Tom Hagan,haganto01,23,DLC,PG,1
1970,NBA,Al Hairston,hairsal01,24,SEA,SG,2
1970,NBA,Happy Hairston,hairsha01,27,2TM,PF,6
1970,NBA,Happy Hairston,hairsha01,27,DET,PF,6
1970,NBA,Happy Hairston,hairsha01,27,LAL,PF,6
1970,NBA,Shaler Halimon,halimsh01,24,CHI,SG,2
1970,ABA,Dennis Hamilton,hamilde01,25,PTP,PF,3
1970,ABA,Julian Hammond,hammoju01,26,DNR,SF,3
1970,ABA,Ira Harge,hargeir01,28,WSA,C,3
1970,NBA,Art Harris,harriar01,23,2TM,SG,2
1970,NBA,Art Harris,harriar01,23,PHO,SG,2
1970,NBA,Art Harris,harriar01,23,SEA,SG,2
1970,NBA,Clem Haskins,haskicl01,26,CHI,SG,3
1970,NBA,John Havlicek,havlijo01,29,BOS,SG,8
1970,NBA,Connie Hawkins,hawkico01,27,PHO,SF,3
1970,NBA,Elvin Hayes,hayesel01,24,SDR,C,2
1970,ABA,Spencer Haywood,haywosp01,20,DNR,C,1
1970,NBA,Brian Heaney,heanebr01,23,BAL,NA,1
1970,NBA,Fred Hetzel,hetzefr01,27,PHI,SF,5
1970,NBA,Bill Hewitt,hewitbi01,25,2TM,PF,2
1970,NBA,Bill Hewitt,hewitbi01,25,DET,PF,2
1970,NBA,Bill Hewitt,hewitbi01,25,LAL,PF,2
1970,ABA,Art Heyman,heymaar01,28,2TM,SG,6
1970,ABA,Art Heyman,heymaar01,28,MMF,SG,6
1970,ABA,Art Heyman,heymaar01,28,PTP,NA,6
1970,ABA,Wayne Hightower,hightwa01,30,LAS,PF,8
1970,ABA,Simmie Hill,hillsi01,23,2TM,SF,1
1970,ABA,Simmie Hill,hillsi01,23,LAS,SF,1
1970,ABA,Simmie Hill,hillsi01,23,MMF,SF,1
1970,NBA,Bill Hosket,hoskebi01,23,NYK,PF,2
1970,NBA,Bailey Howell,howelba01,33,BOS,PF,11
1970,NBA,Lou Hudson,hudsolo01,25,ATL,SF,4
1970,ABA,Les Hunter,huntele01,27,NYA,PF,4
1970,NBA,Darrall Imhoff,imhofda01,31,PHI,C,10
1970,ABA,Warren Jabali,jabalwa01,23,WSA,SG,2
1970,NBA,Luke Jackson,jackslu01,28,PHI,PF,6
1970,ABA,Merv Jackson,jacksme01,23,LAS,PG,2
1970,ABA,Hal Jeter,jeterha01,24,WSA,NA,1
1970,ABA,Ed Johnson,johnsed01,25,NYA,C,2
1970,NBA,Gus Johnson,johnsgu01,31,BAL,PF,7
1970,NBA,Neil Johnson,johnsne02,26,PHO,PF,4
1970,NBA,Rich Johnson,johnsri01,23,BOS,C,2
1970,ABA,Stew Johnson,johnsst01,25,PTP,PF,3
1970,ABA,Jimmy Jones,jonesji01,25,NOB,PG,3
1970,ABA,Larry Jones,jonesla01,27,DNR,SG,4
1970,ABA,Rich Jones,jonesri01,23,DLC,SF,1
1970,ABA,Steve Jones,jonesst01,27,NOB,SG,3
1970,NBA,Wali Jones,joneswa02,27,PHI,PG,6
1970,ABA,Wil Jones,joneswi02,22,MMF,PF,1
1970,NBA,Bob Kauffman,kauffbo01,23,CHI,PF,2
1970,ABA,Bill Keller,kellebi01,22,INA,SG,1
1970,ABA,Arvesta Kelly,kellyar01,24,PTP,PG,3
1970,NBA,Joe Kennedy,kennejo01,23,SEA,SF,2
1970,ABA,Julius Keye,keyeju01,23,DNR,C,1
1970,NBA,Toby Kimball,kimbato01,27,SDR,PF,4
1970,NBA,Jim King,kingji01,28,2TM,PG,7
1970,NBA,Jim King,kingji01,28,CIN,PG,7
1970,NBA,Jim King,kingji01,28,SFW,PG,7
1970,ABA,Wilbur Kirkland,kirklwi01,NA,PTP,NA,1
1970,NBA,Don Kojis,kojisdo01,31,SDR,SF,7
1970,NBA,Howard Komives,komivho01,28,DET,PG,6
1970,ABA,Barry Kramer,krameba01,27,NYA,SF,2
1970,ABA,Steve Kramer,kramest01,25,CAR,SG,3
1970,ABA,Tommy Kron,kronto01,26,KEN,SG,4
1970,NBA,Steve Kuberski,kuberst01,22,BOS,PF,1
1970,NBA,Stu Lantz,lantzst01,23,SDR,PG,2
1970,ABA,Manny Leaks,leaksma01,24,DLC,C,2
1970,NBA,Clyde Lee,leecl01,25,SFW,C,4
1970,ABA,George Lehmann,lehmage01,28,3TM,PG,3
1970,ABA,George Lehmann,lehmage01,28,LAS,PG,3
1970,ABA,George Lehmann,lehmage01,28,MMF,PG,3
1970,ABA,George Lehmann,lehmage01,28,NYA,PG,3
1970,NBA,Bobby Lewis,lewisbo01,24,SFW,SG,3
1970,ABA,Freddie Lewis,lewisfr02,26,INA,PG,4
1970,ABA,Mike Lewis,lewismi01,23,PTP,C,2
1970,ABA,Goose Ligon,ligongo01,25,KEN,PF,3
1970,ABA,Gene Littles,littlge01,26,CAR,PG,1
1970,ABA,Sammy Little,littlsa01,23,KEN,NA,1
1970,ABA,Riney Lochmann,lochmri01,25,DLC,SF,3
1970,ABA,Henry Logan,loganhe01,23,WSA,SG,2
1970,NBA,Paul Long,longpa01,25,DET,SG,3
1970,NBA,Kevin Loughery,loughke01,29,BAL,SG,8
1970,NBA,Bob Love,lovebo01,27,CHI,PF,4
1970,NBA,Jerry Lucas,lucasje01,29,2TM,PF,7
1970,NBA,Jerry Lucas,lucasje01,29,CIN,PF,7
1970,NBA,Jerry Lucas,lucasje01,29,SFW,PF,7
1970,ABA,Lonnie Lynn,lynnlo01,26,2TM,SF,1
1970,ABA,Lonnie Lynn,lynnlo01,26,DNR,SF,1
1970,ABA,Lonnie Lynn,lynnlo01,26,PTP,SF,1
1970,NBA,Mike Lynn,lynnmi01,24,LAL,SF,1
1970,ABA,Randy Mahaffey,mahafra01,24,CAR,PF,3
1970,NBA,Ed Manning,mannied01,26,2TM,SF,3
1970,NBA,Ed Manning,mannied01,26,BAL,PF,3
1970,NBA,Ed Manning,mannied01,26,CHI,SF,3
1970,NBA,Jack Marin,marinja01,25,BAL,SF,4
1970,NBA,Don May,maydo01,24,NYK,SF,2
1970,NBA,Willie McCarter,mccarwi01,23,LAL,SG,1
1970,ABA,Billy McGill,mcgilbi01,30,3TM,C,5
1970,ABA,Billy McGill,mcgilbi01,30,DLC,C,5
1970,ABA,Billy McGill,mcgilbi01,30,LAS,C,5
1970,ABA,Billy McGill,mcgilbi01,30,PTP,C,5
1970,NBA,Jon McGlocklin,mcglojo01,26,MIL,SG,5
1970,ABA,Maurice McHartley,mcharma01,27,3TM,PG,3
1970,ABA,Maurice McHartley,mcharma01,27,DLC,SG,3
1970,ABA,Maurice McHartley,mcharma01,27,MMF,PG,3
1970,ABA,Maurice McHartley,mcharma01,27,PTP,SG,3
1970,ABA,Bob McIntyre,mcintbo01,26,NYA,SF,2
1970,ABA,Jerry McKee,mckeeje01,23,INA,NA,1
1970,NBA,Stan McKenzie,mckenst01,25,PHO,SF,3
1970,NBA,McCoy McLemore,mclemmc01,27,DET,SF,6
1970,ABA,Bill Melchionni,melchbi01,25,NYA,PG,3
1970,NBA,Tom Meschery,meschto01,31,SEA,SF,9
1970,NBA,Eddie Miles,milesed01,29,2TM,SG,7
1970,NBA,Eddie Miles,milesed01,29,BAL,SG,7
1970,NBA,Eddie Miles,milesed01,29,DET,SG,7
1970,ABA,Jay Miller,milleja01,26,INA,SF,3
1970,ABA,Larry Miller,millela01,23,2TM,SG,2
1970,ABA,Larry Miller,millela01,23,CAR,SG,2
1970,ABA,Larry Miller,millela01,23,LAS,SG,2
1970,NBA,Steve Mix,mixst01,22,DET,SF,1
1970,ABA,Doug Moe,moedo01,31,CAR,SF,3
1970,NBA,Earl Monroe,monroea01,25,BAL,PG,3
1970,ABA,Gene Moore,moorege01,24,KEN,C,2
1970,NBA,Otto Moore,mooreot01,23,DET,C,2
1970,ABA,Jackie Moreland,morelja01,31,NOB,SF,8
1970,NBA,Erwin Mueller,mueller01,25,2TM,PF,4
1970,NBA,Erwin Mueller,mueller01,25,DET,PF,4
1970,NBA,Erwin Mueller,mueller01,25,SEA,PF,4
1970,NBA,Jeff Mullins,mullije01,27,SFW,SG,6
1970,NBA,Dorie Murrey,murredo01,26,SEA,C,4
1970,ABA,Willie Murrell,murrewi01,28,2TM,SF,3
1970,ABA,Willie Murrell,murrewi01,28,KEN,SF,3
1970,ABA,Willie Murrell,murrewi01,28,MMF,SF,3
1970,NBA,Don Nelson,nelsodo01,29,BOS,PF,8
1970,ABA,Bob Netolicky,netolbo01,27,INA,PF,3
1970,NBA,Dave Newmark,newmada01,23,ATL,C,2
1970,NBA,Rich Niemann,niemari01,23,BOS,C,2
1970,ABA,Rich Niemann,niemari01,23,CAR,C,2
1970,NBA,Bud Ogden,ogdenbu01,23,PHI,SF,1
1970,NBA,Don Ohl,ohldo01,33,ATL,SG,10
1970,ABA,Bud Olsen,olsenbu01,29,KEN,PF,8
1970,NBA,Grady O'Malley,omallgr01,21,ATL,NA,1
1970,ABA,Barry Orms,ormsba01,23,2TM,PG,2
1970,ABA,Barry Orms,ormsba01,23,INA,PG,2
1970,ABA,Barry Orms,ormsba01,23,PTP,PG,2
1970,ABA,George Peeples,peeplge01,26,CAR,C,3
1970,ABA,Ron Perry,perryro01,26,2TM,SG,3
1970,ABA,Ron Perry,perryro01,26,CAR,NA,3
1970,ABA,Ron Perry,perryro01,26,NOB,SG,3
1970,NBA,Loy Petersen,peterlo01,24,CHI,SG,2
1970,ABA,Mel Peterson,peterme01,31,LAS,NA,4
1970,ABA,Walt Piatkowski,piatkwa01,24,DNR,PF,2
1970,NBA,Bob Portman,portmbo01,22,SFW,SG,1
1970,ABA,Cincy Powell,powelci01,27,DLC,SF,3
1970,NBA,Bob Quick,quickbo01,23,2TM,SF,2
1970,NBA,Bob Quick,quickbo01,23,BAL,SF,2
1970,NBA,Bob Quick,quickbo01,23,DET,SF,2
1970,NBA,Luther Rackley,rackllu01,23,CIN,C,1
1970,ABA,Bobby Rascoe,rascobo01,29,KEN,SG,3
1970,ABA,Craig Raymond,raymocr01,24,2TM,C,2
1970,ABA,Craig Raymond,raymocr01,24,LAS,C,2
1970,ABA,Craig Raymond,raymocr01,24,PTP,C,2
1970,NBA,Willis Reed,reedwi01,27,NYK,C,6
1970,NBA,George Reynolds,reynoge01,22,DET,NA,1
1970,NBA,Pat Riley,rileypa01,24,SDR,SF,3
1970,NBA,Mike Riordan,riordmi01,24,NYK,SG,2
1970,ABA,Red Robbins,robbire01,25,NOB,PF,3
1970,NBA,Oscar Robertson,roberos01,31,CIN,PG,10
1970,NBA,Rick Roberson,roberri01,22,LAL,C,1
1970,NBA,Flynn Robinson,robinfl01,28,MIL,PG,4
1970,NBA,Guy Rodgers,rodgegu01,34,MIL,PG,12
1970,ABA,Jerry Rook,rookje01,26,NOB,NA,1
1970,NBA,Bob Rule,rulebo01,25,SEA,C,3
1970,NBA,Cazzie Russell,russeca01,25,NYK,SF,4
1970,NBA,Tom Sanders,sandeto01,31,BOS,SF,10
1970,NBA,Dale Schlueter,schluda01,24,SFW,C,2
1970,NBA,Dave Scholz,scholda01,21,PHI,NA,1
1970,NBA,Ray Scott,scottra01,31,BAL,PF,9
1970,ABA,Willie Scott,scottwi01,22,DLC,NA,1
1970,ABA,Les Selvage,selvale01,26,LAS,PG,2
1970,ABA,Lynn Shackelford,shackly01,22,MMF,SF,1
1970,ABA,Don Sidle,sidledo01,23,MMF,PF,2
1970,NBA,Larry Siegfried,siegfla01,30,BOS,PG,7
1970,NBA,Paul Silas,silaspa01,26,PHO,PF,6
1970,ABA,Walt Simon,simonwa01,30,NYA,SF,3
1970,NBA,Jerry Sloan,sloanje01,27,CHI,SF,5
1970,NBA,Adrian Smith,smithad01,33,2TM,SG,9
1970,NBA,Adrian Smith,smithad01,33,CIN,SG,9
1970,NBA,Adrian Smith,smithad01,33,SFW,SG,9
1970,NBA,Bingo Smith,smithbi02,23,SDR,SF,1
1970,NBA,Greg Smith,smithgr01,23,MIL,PF,2
1970,ABA,John Smith,smithjo01,25,3TM,C,2
1970,ABA,John Smith,smithjo01,25,DLC,C,2
1970,ABA,John Smith,smithjo01,25,NYA,C,2
1970,ABA,John Smith,smithjo01,25,PTP,C,2
1970,ABA,Sam Smith,smithsa01,26,KEN,SF,3
1970,NBA,Dick Snyder,snydedi01,25,2TM,SG,4
1970,NBA,Dick Snyder,snydedi01,25,PHO,NA,4
1970,NBA,Dick Snyder,snydedi01,25,SEA,SG,4
1970,ABA,Dan Sparks,sparkda01,24,MMF,PF,2
1970,ABA,Erv Staggs,stagger01,21,MMF,SF,1
1970,NBA,Dave Stallworth,stallda01,28,NYK,SF,3
1970,ABA,George Stone,stonege01,23,LAS,SF,2
1970,ABA,George Sutor,sutorge01,26,2TM,C,3
1970,ABA,George Sutor,sutorge01,26,CAR,C,3
1970,ABA,George Sutor,sutorge01,26,MMF,C,3
1970,ABA,Keith Swagerty,swageke01,24,KEN,PF,2
1970,ABA,Skeeter Swift,swiftsk01,23,NOB,SG,1
1970,ABA,Levern Tart,tartle01,27,NYA,SG,3
1970,ABA,Fatty Taylor,taylofa01,23,WSA,PG,1
1970,ABA,Ron Taylor,tayloro01,22,2TM,C,1
1970,ABA,Ron Taylor,tayloro01,22,NYA,C,1
1970,ABA,Ron Taylor,tayloro01,22,WSA,C,1
1970,ABA,Tom Thacker,thackto01,30,INA,PG,6
1970,ABA,Floyd Theard,thearfl01,25,DNR,PG,1
1970,ABA,Justus Thigpen,thigpju01,22,PTP,SG,1
1970,ABA,George Thompson,thompge01,22,PTP,SG,1
1970,ABA,Skip Thoren,thoresk01,26,MMF,C,3
1970,ABA,Dallas Thornton,thornda01,23,MMF,SF,2
1970,NBA,Rod Thorn,thornro01,28,SEA,SG,7
1970,NBA,Nate Thurmond,thurmna01,28,SFW,C,7
1970,ABA,George Tinsley,tinslge01,23,2TM,SF,1
1970,ABA,George Tinsley,tinslge01,23,KEN,SF,1
1970,ABA,George Tinsley,tinslge01,23,WSA,SF,1
1970,NBA,Gene Tormohlen,tormobu01,32,ATL,C,6
1970,NBA,John Trapp,trappjo01,24,SDR,SF,2
1970,NBA,John Tresvant,tresvjo01,30,2TM,PF,6
1970,NBA,John Tresvant,tresvjo01,30,LAL,PF,6
1970,NBA,John Tresvant,tresvjo01,30,SEA,PF,6
1970,NBA,Al Tucker,tuckeal01,26,2TM,PF,3
1970,NBA,Al Tucker,tuckeal01,26,BAL,PF,3
1970,NBA,Al Tucker,tuckeal01,26,CHI,PF,3
1970,NBA,Bill Turner,turnebi01,25,2TM,SF,3
1970,NBA,Bill Turner,turnebi01,25,CIN,PF,3
1970,NBA,Bill Turner,turnebi01,25,SFW,SF,3
1970,NBA,Wes Unseld,unselwe01,23,BAL,C,2
1970,ABA,Steve Vacendak,vacenst01,25,2TM,PG,3
1970,ABA,Steve Vacendak,vacenst01,25,MMF,PG,3
1970,ABA,Steve Vacendak,vacenst01,25,PTP,PG,3
